E2E:29155 CombineModels:809 ParamTune:19258 E2E:29155 PCA:8888
E2E:12627 CombineModels:49 ParamTune:5351 E2E:12627 PCA:7021
E2E:13526 CombineModels:48 ParamTune:5282 E2E:13526 PCA:7860
E2E:13242 CombineModels:43 ParamTune:6096 E2E:13242 PCA:6900
E2E:12285 CombineModels:39 ParamTune:5280 E2E:12285 PCA:6751
E2E:12190 CombineModels:43 ParamTune:5109 E2E:12190 PCA:6822
E2E:12205 CombineModels:39 ParamTune:5202 E2E:12205 PCA:6775
E2E:12253 CombineModels:46 ParamTune:5112 E2E:12253 PCA:6857
E2E:12393 CombineModels:48 ParamTune:5032 E2E:12393 PCA:7096
E2E:12744 CombineModels:40 ParamTune:5831 E2E:12744 PCA:6704
E2E:11731 CombineModels:41 ParamTune:4837 E2E:11731 PCA:6631
E2E:12350 CombineModels:38 ParamTune:5115 E2E:12350 PCA:6965
E2E:12209 CombineModels:44 ParamTune:5204 E2E:12209 PCA:6758
E2E:12332 CombineModels:49 ParamTune:5191 E2E:12332 PCA:6865
E2E:12752 CombineModels:47 ParamTune:5585 E2E:12752 PCA:6835
E2E:13167 CombineModels:40 ParamTune:6034 E2E:13167 PCA:6880
E2E:12469 CombineModels:43 ParamTune:5363 E2E:12469 PCA:6845
E2E:12510 CombineModels:44 ParamTune:5273 E2E:12510 PCA:6972
E2E:12826 CombineModels:78 ParamTune:5663 E2E:12826 PCA:6874
E2E:12624 CombineModels:36 ParamTune:5377 E2E:12624 PCA:7005
E2E:12921 CombineModels:42 ParamTune:5171 E2E:12921 PCA:7523
E2E:15269 CombineModels:51 ParamTune:5832 E2E:15269 PCA:9165
E2E:13041 CombineModels:39 ParamTune:5642 E2E:13041 PCA:7135
E2E:12866 CombineModels:87 ParamTune:4934 E2E:12866 PCA:7676
E2E:13001 CombineModels:58 ParamTune:5471 E2E:13001 PCA:7214
E2E:12261 CombineModels:40 ParamTune:5074 E2E:12261 PCA:6817
E2E:12939 CombineModels:46 ParamTune:5805 E2E:12939 PCA:6863
E2E:12755 CombineModels:45 ParamTune:5621 E2E:12755 PCA:6874
E2E:13002 CombineModels:54 ParamTune:5979 E2E:13002 PCA:6754
E2E:12948 CombineModels:42 ParamTune:5800 E2E:12948 PCA:6888
E2E:13137 CombineModels:57 ParamTune:5972 E2E:13137 PCA:6894
E2E:12733 CombineModels:50 ParamTune:5609 E2E:12733 PCA:6868
E2E:13552 CombineModels:65 ParamTune:6336 E2E:13552 PCA:6931
E2E:12890 CombineModels:47 ParamTune:5521 E2E:12890 PCA:7104
E2E:12324 CombineModels:46 ParamTune:5084 E2E:12324 PCA:6954
E2E:12500 CombineModels:42 ParamTune:5573 E2E:12500 PCA:6671
E2E:12767 CombineModels:46 ParamTune:5594 E2E:12767 PCA:6903
E2E:12771 CombineModels:42 ParamTune:5350 E2E:12771 PCA:7159
E2E:12683 CombineModels:39 ParamTune:5497 E2E:12683 PCA:6949
E2E:12626 CombineModels:48 ParamTune:5288 E2E:12626 PCA:7080
E2E:12518 CombineModels:38 ParamTune:5533 E2E:12518 PCA:6756
E2E:12127 CombineModels:54 ParamTune:5132 E2E:12127 PCA:6741
E2E:13432 CombineModels:41 ParamTune:6258 E2E:13432 PCA:6893
E2E:12206 CombineModels:40 ParamTune:5053 E2E:12206 PCA:6892
E2E:13621 CombineModels:56 ParamTune:6377 E2E:13621 PCA:6946
E2E:12446 CombineModels:64 ParamTune:5343 E2E:12446 PCA:6806
E2E:12147 CombineModels:56 ParamTune:5234 E2E:12147 PCA:6675
E2E:12413 CombineModels:39 ParamTune:5025 E2E:12413 PCA:7173
E2E:12857 CombineModels:51 ParamTune:5648 E2E:12857 PCA:6926
E2E:12243 CombineModels:41 ParamTune:5194 E2E:12243 PCA:6792
E2E:12798 CombineModels:43 ParamTune:5780 E2E:12798 PCA:6748
E2E:14744 CombineModels:43 ParamTune:6085 E2E:14744 PCA:8198
E2E:12906 CombineModels:56 ParamTune:5534 E2E:12906 PCA:7111
E2E:12980 CombineModels:42 ParamTune:6085 E2E:12980 PCA:6637
E2E:13393 CombineModels:46 ParamTune:6129 E2E:13393 PCA:7027
E2E:12386 CombineModels:45 ParamTune:5275 E2E:12386 PCA:6843
E2E:13958 CombineModels:42 ParamTune:6904 E2E:13958 PCA:6785
E2E:13132 CombineModels:41 ParamTune:5755 E2E:13132 PCA:7126
E2E:12844 CombineModels:51 ParamTune:5549 E2E:12844 PCA:6944
E2E:12189 CombineModels:48 ParamTune:5093 E2E:12189 PCA:6729
E2E:12685 CombineModels:49 ParamTune:5422 E2E:12685 PCA:6999
E2E:12640 CombineModels:40 ParamTune:5329 E2E:12640 PCA:7062
E2E:12404 CombineModels:42 ParamTune:5255 E2E:12404 PCA:6911
E2E:12718 CombineModels:56 ParamTune:5553 E2E:12718 PCA:6914
E2E:13045 CombineModels:47 ParamTune:5850 E2E:13045 PCA:6919
E2E:12224 CombineModels:63 ParamTune:5002 E2E:12224 PCA:6933
E2E:13604 CombineModels:42 ParamTune:5867 E2E:13604 PCA:7503
E2E:12431 CombineModels:40 ParamTune:5236 E2E:12431 PCA:6969
E2E:13952 CombineModels:48 ParamTune:6999 E2E:13952 PCA:6692
E2E:12718 CombineModels:43 ParamTune:5468 E2E:12718 PCA:6914
E2E:13588 CombineModels:51 ParamTune:6411 E2E:13588 PCA:6923
E2E:13531 CombineModels:49 ParamTune:6116 E2E:13531 PCA:7163
E2E:15010 CombineModels:52 ParamTune:7457 E2E:15010 PCA:7279
E2E:13033 CombineModels:49 ParamTune:5677 E2E:13033 PCA:7080
E2E:12931 CombineModels:59 ParamTune:5351 E2E:12931 PCA:7318
E2E:12421 CombineModels:43 ParamTune:5091 E2E:12421 PCA:7057
E2E:13005 CombineModels:50 ParamTune:5834 E2E:13005 PCA:6881
E2E:12938 CombineModels:156 ParamTune:5670 E2E:12938 PCA:6891
E2E:13126 CombineModels:45 ParamTune:5628 E2E:13126 PCA:7267
E2E:12784 CombineModels:39 ParamTune:5413 E2E:12784 PCA:7095
E2E:12837 CombineModels:44 ParamTune:5425 E2E:12837 PCA:7176
E2E:12431 CombineModels:48 ParamTune:5209 E2E:12431 PCA:6985
E2E:12779 CombineModels:42 ParamTune:4935 E2E:12779 PCA:7572
E2E:12154 CombineModels:46 ParamTune:5003 E2E:12154 PCA:6890
E2E:12926 CombineModels:54 ParamTune:5707 E2E:12926 PCA:6985
E2E:13460 CombineModels:36 ParamTune:5975 E2E:13460 PCA:7276
E2E:13626 CombineModels:45 ParamTune:6451 E2E:13626 PCA:6921
E2E:12448 CombineModels:50 ParamTune:5330 E2E:12448 PCA:6857
E2E:12632 CombineModels:35 ParamTune:5348 E2E:12632 PCA:7052
E2E:13140 CombineModels:44 ParamTune:5655 E2E:13140 PCA:7219
E2E:12181 CombineModels:45 ParamTune:5109 E2E:12181 PCA:6822
E2E:13763 CombineModels:52 ParamTune:6087 E2E:13763 PCA:7390
E2E:12889 CombineModels:61 ParamTune:5471 E2E:12889 PCA:7117
E2E:13112 CombineModels:51 ParamTune:5422 E2E:13112 PCA:7419
E2E:12584 CombineModels:44 ParamTune:5407 E2E:12584 PCA:6929
E2E:12354 CombineModels:51 ParamTune:5122 E2E:12354 PCA:6983
E2E:12984 CombineModels:48 ParamTune:5666 E2E:12984 PCA:7059
E2E:12177 CombineModels:49 ParamTune:4768 E2E:12177 PCA:7143
E2E:12704 CombineModels:39 ParamTune:5553 E2E:12704 PCA:6908
E2E:12102 CombineModels:47 ParamTune:5039 E2E:12102 PCA:6843
E2E:12484 CombineModels:83 ParamTune:5252 E2E:12484 PCA:6844
E2E:12818 CombineModels:38 ParamTune:5422 E2E:12818 PCA:7140
E2E:12304 CombineModels:50 ParamTune:5280 E2E:12304 PCA:6757
E2E:12436 CombineModels:52 ParamTune:5024 E2E:12436 PCA:7136
E2E:15337 CombineModels:42 ParamTune:5089 E2E:15337 PCA:10009
E2E:12804 CombineModels:47 ParamTune:5521 E2E:12804 PCA:7024
E2E:12896 CombineModels:48 ParamTune:5608 E2E:12896 PCA:6977
E2E:12703 CombineModels:43 ParamTune:5622 E2E:12703 PCA:6839
E2E:12841 CombineModels:60 ParamTune:5448 E2E:12841 PCA:7090
E2E:12422 CombineModels:46 ParamTune:5156 E2E:12422 PCA:7024
E2E:12495 CombineModels:43 ParamTune:5202 E2E:12495 PCA:7059
E2E:12517 CombineModels:43 ParamTune:5283 E2E:12517 PCA:7008
E2E:13414 CombineModels:48 ParamTune:6236 E2E:13414 PCA:6919
E2E:12978 CombineModels:43 ParamTune:5351 E2E:12978 PCA:7347
E2E:15608 CombineModels:61 ParamTune:5032 E2E:15608 PCA:10295
E2E:12678 CombineModels:44 ParamTune:5448 E2E:12678 PCA:6954
E2E:12962 CombineModels:43 ParamTune:5789 E2E:12962 PCA:6907
E2E:16549 CombineModels:46 ParamTune:5170 E2E:16549 PCA:11133
E2E:13001 CombineModels:48 ParamTune:5803 E2E:13001 PCA:6943
E2E:12970 CombineModels:43 ParamTune:5725 E2E:12970 PCA:6971
E2E:12744 CombineModels:44 ParamTune:5483 E2E:12744 PCA:7013
E2E:12559 CombineModels:48 ParamTune:5285 E2E:12559 PCA:7012
E2E:12832 CombineModels:62 ParamTune:5471 E2E:12832 PCA:7013
E2E:12228 CombineModels:45 ParamTune:4978 E2E:12228 PCA:7020
E2E:12556 CombineModels:76 ParamTune:4869 E2E:12556 PCA:7294
E2E:12442 CombineModels:41 ParamTune:5054 E2E:12442 PCA:7137
E2E:12607 CombineModels:73 ParamTune:5304 E2E:12607 PCA:7045
E2E:12138 CombineModels:55 ParamTune:5055 E2E:12138 PCA:6816
E2E:12973 CombineModels:58 ParamTune:5828 E2E:12973 PCA:6874
E2E:12321 CombineModels:49 ParamTune:5108 E2E:12321 PCA:6928
E2E:12413 CombineModels:48 ParamTune:5061 E2E:12413 PCA:7104
E2E:12475 CombineModels:53 ParamTune:5327 E2E:12475 PCA:6875
E2E:12229 CombineModels:64 ParamTune:5001 E2E:12229 PCA:6968
E2E:12273 CombineModels:45 ParamTune:4943 E2E:12273 PCA:7072
E2E:12542 CombineModels:46 ParamTune:5392 E2E:12542 PCA:6902
E2E:12696 CombineModels:47 ParamTune:5192 E2E:12696 PCA:7245
E2E:12502 CombineModels:42 ParamTune:5258 E2E:12502 PCA:6993
E2E:12779 CombineModels:66 ParamTune:5637 E2E:12779 PCA:6819
E2E:12720 CombineModels:55 ParamTune:4887 E2E:12720 PCA:7255
E2E:12206 CombineModels:47 ParamTune:4843 E2E:12206 PCA:7093
E2E:12337 CombineModels:45 ParamTune:5137 E2E:12337 PCA:6966
E2E:12851 CombineModels:44 ParamTune:5130 E2E:12851 PCA:7441
E2E:13465 CombineModels:47 ParamTune:6223 E2E:13465 PCA:6963
E2E:12734 CombineModels:54 ParamTune:5429 E2E:12734 PCA:7037
E2E:13050 CombineModels:36 ParamTune:5599 E2E:13050 PCA:7224
E2E:13750 CombineModels:44 ParamTune:5800 E2E:13750 PCA:7249
E2E:12780 CombineModels:37 ParamTune:5696 E2E:12780 PCA:6858
E2E:12276 CombineModels:44 ParamTune:5012 E2E:12276 PCA:7034
E2E:13031 CombineModels:43 ParamTune:5797 E2E:13031 PCA:6968
E2E:12912 CombineModels:43 ParamTune:5446 E2E:12912 PCA:7222
E2E:12975 CombineModels:44 ParamTune:5400 E2E:12975 PCA:7266
E2E:14451 CombineModels:44 ParamTune:7257 E2E:14451 PCA:6957
E2E:13884 CombineModels:45 ParamTune:5942 E2E:13884 PCA:7657
E2E:13269 CombineModels:44 ParamTune:5283 E2E:13269 PCA:7491
E2E:12418 CombineModels:39 ParamTune:4990 E2E:12418 PCA:7130
E2E:13082 CombineModels:49 ParamTune:5119 E2E:13082 PCA:7713
E2E:12293 CombineModels:42 ParamTune:4931 E2E:12293 PCA:7085
E2E:12189 CombineModels:40 ParamTune:5047 E2E:12189 PCA:6896
