E2E:31909 Classify:20843 Shuffle:357 Extract:2830 Split:4539 E2E:31909
E2E:62624 Classify:54268 Shuffle:51 Extract:429 Split:2536 E2E:62624
E2E:63147 Classify:54441 Shuffle:52 Extract:365 Split:2901 E2E:63147
E2E:63797 Classify:55286 Shuffle:45 Extract:295 Split:2695 E2E:63797
E2E:66149 Classify:57663 Shuffle:50 Extract:717 Split:2667 E2E:66149
E2E:60076 Classify:51584 Shuffle:47 Extract:334 Split:2701 E2E:60076
E2E:60016 Classify:51493 Shuffle:44 Extract:758 Split:2720 E2E:60016
E2E:62114 Classify:53721 Shuffle:44 Extract:333 Split:2629 E2E:62114
E2E:59981 Classify:51673 Shuffle:51 Extract:339 Split:2525 E2E:59981
E2E:59924 Classify:51606 Shuffle:44 Extract:792 Split:2464 E2E:59924
E2E:64069 Classify:55092 Shuffle:60 Extract:342 Split:3191 E2E:64069
E2E:65423 Classify:57013 Shuffle:57 Extract:615 Split:2632 E2E:65423
E2E:67489 Classify:59229 Shuffle:48 Extract:364 Split:2445 E2E:67489
E2E:60679 Classify:52120 Shuffle:57 Extract:325 Split:2714 E2E:60679
E2E:61383 Classify:52918 Shuffle:47 Extract:319 Split:2646 E2E:61383
E2E:60479 Classify:52099 Shuffle:74 Extract:779 Split:2522 E2E:60479
E2E:60003 Classify:51641 Shuffle:46 Extract:790 Split:2565 E2E:60003
E2E:60609 Classify:52298 Shuffle:51 Extract:342 Split:2569 E2E:60609
E2E:60249 Classify:51918 Shuffle:54 Extract:363 Split:2516 E2E:60249
E2E:63309 Classify:54898 Shuffle:46 Extract:323 Split:2621 E2E:63309
E2E:59950 Classify:51509 Shuffle:48 Extract:331 Split:2619 E2E:59950
E2E:61724 Classify:53417 Shuffle:45 Extract:463 Split:2453 E2E:61724
E2E:60042 Classify:51698 Shuffle:42 Extract:280 Split:2591 E2E:60042
E2E:60816 Classify:52476 Shuffle:52 Extract:295 Split:2543 E2E:60816
E2E:60169 Classify:51961 Shuffle:43 Extract:327 Split:2462 E2E:60169
E2E:60982 Classify:52684 Shuffle:48 Extract:334 Split:2546 E2E:60982
E2E:60350 Classify:52026 Shuffle:134 Extract:328 Split:2461 E2E:60350
E2E:61005 Classify:52804 Shuffle:53 Extract:315 Split:2362 E2E:61005
E2E:61188 Classify:52601 Shuffle:56 Extract:458 Split:2799 E2E:61188
E2E:60657 Classify:52478 Shuffle:45 Extract:336 Split:2386 E2E:60657
E2E:61000 Classify:52610 Shuffle:48 Extract:309 Split:2440 E2E:61000
E2E:61391 Classify:53045 Shuffle:136 Extract:337 Split:2549 E2E:61391
E2E:60440 Classify:52100 Shuffle:48 Extract:318 Split:2554 E2E:60440
E2E:61195 Classify:52898 Shuffle:50 Extract:740 Split:2548 E2E:61195
E2E:60706 Classify:52554 Shuffle:81 Extract:335 Split:2373 E2E:60706
E2E:60791 Classify:52351 Shuffle:64 Extract:823 Split:2585 E2E:60791
E2E:60770 Classify:52273 Shuffle:74 Extract:336 Split:2671 E2E:60770
E2E:61601 Classify:52930 Shuffle:47 Extract:1123 Split:2791 E2E:61601
E2E:61593 Classify:53214 Shuffle:54 Extract:788 Split:2614 E2E:61593
E2E:60500 Classify:52294 Shuffle:55 Extract:323 Split:2448 E2E:60500
E2E:60952 Classify:52256 Shuffle:53 Extract:445 Split:2867 E2E:60952
E2E:66207 Classify:57858 Shuffle:44 Extract:469 Split:2566 E2E:66207
E2E:60842 Classify:52413 Shuffle:47 Extract:334 Split:2598 E2E:60842
E2E:61257 Classify:52902 Shuffle:124 Extract:746 Split:2490 E2E:61257
E2E:60738 Classify:52325 Shuffle:55 Extract:311 Split:2601 E2E:60738
E2E:61839 Classify:53487 Shuffle:45 Extract:878 Split:2494 E2E:61839
E2E:60801 Classify:52601 Shuffle:49 Extract:811 Split:2781 E2E:60801
E2E:64515 Classify:55959 Shuffle:61 Extract:427 Split:2714 E2E:64515
E2E:60671 Classify:52538 Shuffle:46 Extract:445 Split:2372 E2E:60671
E2E:60512 Classify:51979 Shuffle:42 Extract:303 Split:2727 E2E:60512
E2E:68176 Classify:59523 Shuffle:55 Extract:375 Split:2796 E2E:68176
E2E:60427 Classify:52064 Shuffle:58 Extract:551 Split:2554 E2E:60427
E2E:60567 Classify:52165 Shuffle:54 Extract:790 Split:2576 E2E:60567
E2E:60670 Classify:52295 Shuffle:51 Extract:360 Split:2649 E2E:60670
E2E:60281 Classify:52138 Shuffle:54 Extract:475 Split:2330 E2E:60281
E2E:60855 Classify:52066 Shuffle:51 Extract:347 Split:2874 E2E:60855
E2E:60089 Classify:51679 Shuffle:66 Extract:338 Split:2557 E2E:60089
E2E:66347 Classify:57988 Shuffle:84 Extract:375 Split:2523 E2E:66347
E2E:60713 Classify:52167 Shuffle:55 Extract:413 Split:2722 E2E:60713
E2E:61046 Classify:52743 Shuffle:39 Extract:321 Split:2419 E2E:61046
E2E:61781 Classify:53560 Shuffle:47 Extract:280 Split:2356 E2E:61781
E2E:61810 Classify:53318 Shuffle:64 Extract:338 Split:2679 E2E:61810
E2E:60525 Classify:52292 Shuffle:53 Extract:797 Split:2442 E2E:60525
E2E:60505 Classify:52104 Shuffle:50 Extract:449 Split:2548 E2E:60505
E2E:59247 Classify:50712 Shuffle:60 Extract:363 Split:2616 E2E:59247
E2E:60630 Classify:52282 Shuffle:56 Extract:328 Split:2512 E2E:60630
E2E:59193 Classify:50742 Shuffle:46 Extract:419 Split:2592 E2E:59193
E2E:60461 Classify:52080 Shuffle:72 Extract:332 Split:2588 E2E:60461
E2E:61278 Classify:52931 Shuffle:49 Extract:369 Split:2588 E2E:61278
E2E:60937 Classify:52378 Shuffle:91 Extract:378 Split:2696 E2E:60937
E2E:60591 Classify:51932 Shuffle:55 Extract:574 Split:2844 E2E:60591
E2E:60433 Classify:52231 Shuffle:66 Extract:389 Split:2407 E2E:60433
E2E:61312 Classify:53092 Shuffle:48 Extract:299 Split:2417 E2E:61312
E2E:60007 Classify:51639 Shuffle:43 Extract:326 Split:2592 E2E:60007
E2E:60519 Classify:52383 Shuffle:55 Extract:449 Split:2263 E2E:60519
E2E:62094 Classify:53758 Shuffle:56 Extract:752 Split:2574 E2E:62094
E2E:60945 Classify:52385 Shuffle:54 Extract:352 Split:2667 E2E:60945
E2E:60502 Classify:52119 Shuffle:52 Extract:312 Split:2537 E2E:60502
E2E:60538 Classify:52099 Shuffle:64 Extract:297 Split:2615 E2E:60538
E2E:61730 Classify:53323 Shuffle:47 Extract:402 Split:2571 E2E:61730
E2E:61129 Classify:52868 Shuffle:47 Extract:385 Split:2506 E2E:61129
E2E:60224 Classify:51971 Shuffle:55 Extract:330 Split:2486 E2E:60224
E2E:60748 Classify:52591 Shuffle:45 Extract:326 Split:2344 E2E:60748
E2E:60544 Classify:52014 Shuffle:57 Extract:312 Split:2718 E2E:60544
E2E:60370 Classify:52142 Shuffle:43 Extract:351 Split:2426 E2E:60370
E2E:60363 Classify:52058 Shuffle:48 Extract:478 Split:2494 E2E:60363
E2E:60340 Classify:52297 Shuffle:54 Extract:365 Split:2278 E2E:60340
E2E:60389 Classify:52064 Shuffle:50 Extract:320 Split:2507 E2E:60389
E2E:60625 Classify:52117 Shuffle:57 Extract:315 Split:2676 E2E:60625
E2E:60648 Classify:52264 Shuffle:143 Extract:350 Split:2476 E2E:60648
E2E:61660 Classify:52966 Shuffle:42 Extract:304 Split:2792 E2E:61660
E2E:61490 Classify:53005 Shuffle:61 Extract:409 Split:2658 E2E:61490
E2E:60946 Classify:52557 Shuffle:51 Extract:314 Split:2555 E2E:60946
E2E:60354 Classify:52015 Shuffle:55 Extract:385 Split:2568 E2E:60354
E2E:59546 Classify:51169 Shuffle:41 Extract:324 Split:2571 E2E:59546
E2E:60543 Classify:52068 Shuffle:52 Extract:329 Split:2686 E2E:60543
E2E:57446 Classify:51579 Shuffle:187 Extract:505 Split:2547 E2E:57446
E2E:56631 Classify:50724 Shuffle:49 Extract:343 Split:2415 E2E:56631
E2E:56076 Classify:50093 Shuffle:64 Extract:330 Split:2420 E2E:56076
E2E:55468 Classify:49737 Shuffle:52 Extract:352 Split:2414 E2E:55468
E2E:57734 Classify:51968 Shuffle:61 Extract:310 Split:2456 E2E:57734
E2E:61818 Classify:53599 Shuffle:38 Extract:307 Split:2464 E2E:61818
E2E:61178 Classify:52879 Shuffle:51 Extract:298 Split:2424 E2E:61178
E2E:61056 Classify:52649 Shuffle:46 Extract:345 Split:2616 E2E:61056
E2E:60667 Classify:52195 Shuffle:50 Extract:368 Split:2685 E2E:60667
E2E:65197 Classify:52835 Shuffle:55 Extract:307 Split:6493 E2E:65197
E2E:61688 Classify:53340 Shuffle:52 Extract:316 Split:2578 E2E:61688
E2E:62916 Classify:54041 Shuffle:54 Extract:683 Split:2766 E2E:62916
E2E:61212 Classify:52395 Shuffle:55 Extract:362 Split:3048 E2E:61212
E2E:67244 Classify:58728 Shuffle:51 Extract:858 Split:2627 E2E:67244
E2E:61211 Classify:52034 Shuffle:52 Extract:336 Split:3386 E2E:61211
E2E:61175 Classify:52883 Shuffle:63 Extract:856 Split:2469 E2E:61175
E2E:62295 Classify:53794 Shuffle:52 Extract:773 Split:2761 E2E:62295
E2E:67274 Classify:58485 Shuffle:46 Extract:356 Split:3011 E2E:67274
E2E:61256 Classify:52610 Shuffle:101 Extract:332 Split:2830 E2E:61256
E2E:61785 Classify:53349 Shuffle:48 Extract:797 Split:2649 E2E:61785
E2E:61713 Classify:53172 Shuffle:56 Extract:366 Split:2740 E2E:61713
E2E:60508 Classify:52034 Shuffle:42 Extract:335 Split:2677 E2E:60508
E2E:66572 Classify:57982 Shuffle:49 Extract:314 Split:2811 E2E:66572
E2E:60306 Classify:51834 Shuffle:53 Extract:415 Split:2637 E2E:60306
E2E:60559 Classify:51612 Shuffle:56 Extract:669 Split:3156 E2E:60559
E2E:61860 Classify:53389 Shuffle:51 Extract:672 Split:2690 E2E:61860
E2E:62619 Classify:53894 Shuffle:54 Extract:402 Split:2805 E2E:62619
E2E:67245 Classify:58917 Shuffle:47 Extract:305 Split:2560 E2E:67245
E2E:61125 Classify:52478 Shuffle:51 Extract:352 Split:2855 E2E:61125
E2E:61562 Classify:53211 Shuffle:43 Extract:341 Split:2542 E2E:61562
E2E:67293 Classify:58822 Shuffle:51 Extract:308 Split:2650 E2E:67293
E2E:61146 Classify:52265 Shuffle:52 Extract:440 Split:3044 E2E:61146
E2E:62024 Classify:53584 Shuffle:42 Extract:791 Split:2551 E2E:62024
E2E:62270 Classify:53136 Shuffle:101 Extract:504 Split:3304 E2E:62270
E2E:60609 Classify:52078 Shuffle:41 Extract:456 Split:2707 E2E:60609
E2E:60492 Classify:51869 Shuffle:63 Extract:360 Split:2525 E2E:60492
E2E:61665 Classify:53043 Shuffle:68 Extract:404 Split:2645 E2E:61665
E2E:60582 Classify:52159 Shuffle:53 Extract:287 Split:2592 E2E:60582
E2E:61573 Classify:52866 Shuffle:46 Extract:439 Split:2783 E2E:61573
E2E:61334 Classify:52804 Shuffle:46 Extract:288 Split:2744 E2E:61334
E2E:62007 Classify:53474 Shuffle:64 Extract:403 Split:2585 E2E:62007
E2E:60937 Classify:52444 Shuffle:79 Extract:545 Split:2637 E2E:60937
E2E:62525 Classify:53761 Shuffle:55 Extract:874 Split:2622 E2E:62525
E2E:60714 Classify:52056 Shuffle:47 Extract:726 Split:2883 E2E:60714
E2E:60826 Classify:52414 Shuffle:64 Extract:718 Split:2601 E2E:60826
E2E:60561 Classify:52235 Shuffle:52 Extract:331 Split:2564 E2E:60561
E2E:61206 Classify:52723 Shuffle:71 Extract:749 Split:2651 E2E:61206
E2E:59735 Classify:51279 Shuffle:58 Extract:326 Split:2594 E2E:59735
E2E:61357 Classify:52864 Shuffle:67 Extract:384 Split:2714 E2E:61357
E2E:59492 Classify:51073 Shuffle:47 Extract:363 Split:2591 E2E:59492
E2E:61118 Classify:52657 Shuffle:45 Extract:1490 Split:2620 E2E:61118
E2E:59822 Classify:51268 Shuffle:52 Extract:380 Split:2694 E2E:59822
E2E:60770 Classify:52363 Shuffle:54 Extract:339 Split:2630 E2E:60770
E2E:60276 Classify:51719 Shuffle:52 Extract:330 Split:2568 E2E:60276
E2E:61685 Classify:53364 Shuffle:57 Extract:824 Split:2513 E2E:61685
E2E:59607 Classify:51254 Shuffle:52 Extract:328 Split:2516 E2E:59607
E2E:61562 Classify:53067 Shuffle:100 Extract:747 Split:2702 E2E:61562
E2E:59864 Classify:51302 Shuffle:50 Extract:333 Split:2612 E2E:59864
E2E:64221 Classify:55849 Shuffle:48 Extract:341 Split:2554 E2E:64221
E2E:60989 Classify:52336 Shuffle:49 Extract:395 Split:2825 E2E:60989
E2E:60958 Classify:52573 Shuffle:50 Extract:311 Split:2606 E2E:60958
E2E:62547 Classify:53959 Shuffle:47 Extract:369 Split:2818 E2E:62547
E2E:67131 Classify:58678 Shuffle:45 Extract:289 Split:2648 E2E:67131
E2E:61292 Classify:52546 Shuffle:54 Extract:783 Split:2917 E2E:61292
E2E:62246 Classify:53499 Shuffle:50 Extract:774 Split:2892 E2E:62246
E2E:60981 Classify:52533 Shuffle:51 Extract:326 Split:2673 E2E:60981
E2E:61328 Classify:52887 Shuffle:99 Extract:332 Split:2604 E2E:61328
E2E:67433 Classify:58504 Shuffle:52 Extract:395 Split:3089 E2E:67433
E2E:60481 Classify:51985 Shuffle:46 Extract:618 Split:2675 E2E:60481
E2E:61817 Classify:53255 Shuffle:56 Extract:341 Split:2730 E2E:61817
E2E:67395 Classify:58782 Shuffle:57 Extract:370 Split:2765 E2E:67395
E2E:60390 Classify:51836 Shuffle:47 Extract:383 Split:2738 E2E:60390
E2E:60875 Classify:52186 Shuffle:59 Extract:325 Split:2874 E2E:60875
E2E:60407 Classify:51808 Shuffle:47 Extract:359 Split:2794 E2E:60407
E2E:60871 Classify:52431 Shuffle:54 Extract:359 Split:2585 E2E:60871
E2E:60231 Classify:51890 Shuffle:66 Extract:380 Split:2533 E2E:60231
E2E:62114 Classify:53488 Shuffle:41 Extract:416 Split:2848 E2E:62114
E2E:60855 Classify:52620 Shuffle:44 Extract:804 Split:2569 E2E:60855
E2E:60642 Classify:52256 Shuffle:57 Extract:332 Split:2622 E2E:60642
E2E:60758 Classify:52240 Shuffle:48 Extract:355 Split:2701 E2E:60758
E2E:60444 Classify:51724 Shuffle:51 Extract:335 Split:2887 E2E:60444
E2E:60801 Classify:52286 Shuffle:47 Extract:1157 Split:2663 E2E:60801
E2E:60832 Classify:52340 Shuffle:45 Extract:416 Split:2668 E2E:60832
E2E:60576 Classify:52225 Shuffle:51 Extract:359 Split:2574 E2E:60576
E2E:61260 Classify:52449 Shuffle:44 Extract:282 Split:2960 E2E:61260
E2E:61492 Classify:52857 Shuffle:60 Extract:488 Split:2810 E2E:61492
E2E:61216 Classify:52432 Shuffle:62 Extract:325 Split:2807 E2E:61216
E2E:61893 Classify:52230 Shuffle:51 Extract:432 Split:3759 E2E:61893
E2E:61013 Classify:52462 Shuffle:56 Extract:329 Split:2698 E2E:61013
E2E:61068 Classify:52155 Shuffle:41 Extract:330 Split:3077 E2E:61068
E2E:62416 Classify:53838 Shuffle:54 Extract:473 Split:2804 E2E:62416
E2E:60566 Classify:52255 Shuffle:54 Extract:346 Split:2472 E2E:60566
E2E:60835 Classify:52461 Shuffle:42 Extract:390 Split:2606 E2E:60835
E2E:61949 Classify:53171 Shuffle:48 Extract:333 Split:2868 E2E:61949
