E2E:27153 Classify:17191 Shuffle:252 Extract:2139 Split:3668 E2E:27153
E2E:22387 Classify:14371 Shuffle:50 Extract:321 Split:2231 E2E:22387
E2E:22671 Classify:14329 Shuffle:46 Extract:319 Split:2450 E2E:22671
E2E:22986 Classify:14744 Shuffle:49 Extract:267 Split:2431 E2E:22986
E2E:22854 Classify:14812 Shuffle:44 Extract:483 Split:2255 E2E:22854
E2E:22544 Classify:14412 Shuffle:58 Extract:504 Split:2343 E2E:22544
E2E:22510 Classify:14334 Shuffle:62 Extract:407 Split:2269 E2E:22510
E2E:22572 Classify:14247 Shuffle:46 Extract:523 Split:2521 E2E:22572
E2E:22417 Classify:14228 Shuffle:43 Extract:313 Split:2367 E2E:22417
E2E:22718 Classify:14549 Shuffle:46 Extract:447 Split:2417 E2E:22718
E2E:22781 Classify:14607 Shuffle:51 Extract:468 Split:2324 E2E:22781
E2E:22584 Classify:14322 Shuffle:53 Extract:397 Split:2468 E2E:22584
E2E:22425 Classify:14210 Shuffle:63 Extract:391 Split:2382 E2E:22425
E2E:22365 Classify:14293 Shuffle:59 Extract:374 Split:2244 E2E:22365
E2E:22335 Classify:14433 Shuffle:43 Extract:306 Split:2095 E2E:22335
E2E:23040 Classify:14817 Shuffle:127 Extract:396 Split:2386 E2E:23040
E2E:22930 Classify:14799 Shuffle:52 Extract:403 Split:2327 E2E:22930
E2E:22491 Classify:14450 Shuffle:41 Extract:472 Split:2188 E2E:22491
E2E:22436 Classify:14368 Shuffle:48 Extract:388 Split:2279 E2E:22436
E2E:22814 Classify:14635 Shuffle:56 Extract:2122 Split:2425 E2E:22814
E2E:22322 Classify:14356 Shuffle:43 Extract:466 Split:2213 E2E:22322
E2E:22516 Classify:14430 Shuffle:52 Extract:437 Split:2302 E2E:22516
E2E:22435 Classify:14378 Shuffle:54 Extract:364 Split:2302 E2E:22435
E2E:22982 Classify:14779 Shuffle:62 Extract:297 Split:2437 E2E:22982
E2E:22589 Classify:14357 Shuffle:56 Extract:326 Split:2516 E2E:22589
E2E:22441 Classify:14288 Shuffle:49 Extract:329 Split:2274 E2E:22441
E2E:22640 Classify:14283 Shuffle:53 Extract:385 Split:2528 E2E:22640
E2E:22277 Classify:14149 Shuffle:42 Extract:283 Split:2329 E2E:22277
E2E:22509 Classify:14368 Shuffle:52 Extract:565 Split:2326 E2E:22509
E2E:22421 Classify:14330 Shuffle:59 Extract:741 Split:2358 E2E:22421
E2E:22658 Classify:14468 Shuffle:64 Extract:318 Split:2165 E2E:22658
E2E:22737 Classify:14798 Shuffle:56 Extract:423 Split:2328 E2E:22737
E2E:22959 Classify:14456 Shuffle:55 Extract:342 Split:2673 E2E:22959
E2E:22561 Classify:14495 Shuffle:45 Extract:289 Split:2304 E2E:22561
E2E:22291 Classify:14331 Shuffle:46 Extract:368 Split:2169 E2E:22291
E2E:24104 Classify:17985 Shuffle:45 Extract:320 Split:2605 E2E:24104
E2E:22420 Classify:14321 Shuffle:54 Extract:476 Split:2372 E2E:22420
E2E:22583 Classify:14590 Shuffle:52 Extract:372 Split:2223 E2E:22583
E2E:22430 Classify:14329 Shuffle:52 Extract:491 Split:2341 E2E:22430
E2E:22495 Classify:14437 Shuffle:43 Extract:359 Split:2268 E2E:22495
E2E:22439 Classify:14325 Shuffle:61 Extract:338 Split:2322 E2E:22439
E2E:22291 Classify:14442 Shuffle:45 Extract:353 Split:2360 E2E:22291
E2E:22407 Classify:14248 Shuffle:51 Extract:761 Split:2382 E2E:22407
E2E:22322 Classify:14300 Shuffle:49 Extract:326 Split:2340 E2E:22322
E2E:22517 Classify:14329 Shuffle:53 Extract:316 Split:2379 E2E:22517
E2E:22729 Classify:14646 Shuffle:47 Extract:426 Split:2349 E2E:22729
E2E:22389 Classify:14331 Shuffle:51 Extract:282 Split:2292 E2E:22389
E2E:22646 Classify:14359 Shuffle:56 Extract:343 Split:2402 E2E:22646
E2E:22671 Classify:14250 Shuffle:48 Extract:341 Split:2613 E2E:22671
E2E:22279 Classify:14358 Shuffle:46 Extract:359 Split:2134 E2E:22279
E2E:22381 Classify:14183 Shuffle:77 Extract:540 Split:2246 E2E:22381
E2E:22607 Classify:14464 Shuffle:48 Extract:338 Split:2384 E2E:22607
E2E:22398 Classify:14789 Shuffle:46 Extract:317 Split:2359 E2E:22398
E2E:22513 Classify:14473 Shuffle:55 Extract:309 Split:2250 E2E:22513
E2E:22322 Classify:14234 Shuffle:53 Extract:299 Split:2329 E2E:22322
E2E:22515 Classify:14337 Shuffle:46 Extract:266 Split:2458 E2E:22515
E2E:22462 Classify:14274 Shuffle:47 Extract:294 Split:2411 E2E:22462
E2E:23140 Classify:14258 Shuffle:44 Extract:290 Split:3021 E2E:23140
E2E:22660 Classify:14468 Shuffle:51 Extract:341 Split:2344 E2E:22660
E2E:22888 Classify:14690 Shuffle:49 Extract:333 Split:2424 E2E:22888
E2E:22657 Classify:14381 Shuffle:45 Extract:370 Split:2382 E2E:22657
E2E:22606 Classify:14385 Shuffle:53 Extract:510 Split:2358 E2E:22606
E2E:22619 Classify:14494 Shuffle:51 Extract:381 Split:2303 E2E:22619
E2E:22675 Classify:14533 Shuffle:48 Extract:356 Split:2370 E2E:22675
E2E:22500 Classify:14330 Shuffle:52 Extract:333 Split:2376 E2E:22500
E2E:22740 Classify:14456 Shuffle:79 Extract:304 Split:2351 E2E:22740
E2E:22294 Classify:14148 Shuffle:47 Extract:290 Split:2343 E2E:22294
E2E:22788 Classify:14335 Shuffle:60 Extract:421 Split:2444 E2E:22788
E2E:22130 Classify:14194 Shuffle:46 Extract:319 Split:2202 E2E:22130
E2E:21757 Classify:13670 Shuffle:49 Extract:303 Split:2269 E2E:21757
E2E:21946 Classify:14180 Shuffle:46 Extract:378 Split:1949 E2E:21946
E2E:20960 Classify:14565 Shuffle:41 Extract:323 Split:2285 E2E:20960
E2E:30242 Classify:22064 Shuffle:139 Extract:930 Split:2287 E2E:30242
E2E:22477 Classify:15368 Shuffle:47 Extract:433 Split:2368 E2E:22477
E2E:21400 Classify:14414 Shuffle:53 Extract:382 Split:2255 E2E:21400
E2E:22437 Classify:14395 Shuffle:49 Extract:331 Split:2261 E2E:22437
E2E:21486 Classify:14128 Shuffle:48 Extract:381 Split:2460 E2E:21486
E2E:22193 Classify:14097 Shuffle:43 Extract:553 Split:2315 E2E:22193
E2E:21675 Classify:13678 Shuffle:46 Extract:305 Split:2469 E2E:21675
E2E:21665 Classify:13804 Shuffle:43 Extract:288 Split:2364 E2E:21665
E2E:21697 Classify:13981 Shuffle:43 Extract:286 Split:2439 E2E:21697
E2E:27711 Classify:19645 Shuffle:43 Extract:278 Split:2504 E2E:27711
E2E:20466 Classify:13574 Shuffle:66 Extract:315 Split:2192 E2E:20466
E2E:21477 Classify:14527 Shuffle:206 Extract:334 Split:2345 E2E:21477
E2E:22211 Classify:15992 Shuffle:56 Extract:349 Split:2210 E2E:22211
E2E:22531 Classify:14315 Shuffle:51 Extract:336 Split:2444 E2E:22531
E2E:21355 Classify:13588 Shuffle:46 Extract:533 Split:2135 E2E:21355
E2E:20514 Classify:13450 Shuffle:41 Extract:278 Split:2387 E2E:20514
E2E:24154 Classify:14619 Shuffle:48 Extract:424 Split:3541 E2E:24154
E2E:21507 Classify:14158 Shuffle:46 Extract:322 Split:2263 E2E:21507
E2E:22704 Classify:14315 Shuffle:61 Extract:336 Split:2628 E2E:22704
E2E:21629 Classify:13396 Shuffle:61 Extract:331 Split:2369 E2E:21629
E2E:22036 Classify:13412 Shuffle:51 Extract:305 Split:2862 E2E:22036
E2E:21533 Classify:14240 Shuffle:47 Extract:459 Split:2508 E2E:21533
E2E:21484 Classify:13413 Shuffle:57 Extract:406 Split:2275 E2E:21484
E2E:21816 Classify:13771 Shuffle:41 Extract:279 Split:2859 E2E:21816
E2E:21667 Classify:14042 Shuffle:81 Extract:396 Split:2357 E2E:21667
E2E:20967 Classify:13872 Shuffle:59 Extract:347 Split:2413 E2E:20967
E2E:20950 Classify:12832 Shuffle:45 Extract:321 Split:2548 E2E:20950
E2E:22487 Classify:14232 Shuffle:42 Extract:264 Split:2468 E2E:22487
E2E:20091 Classify:13908 Shuffle:144 Extract:373 Split:2312 E2E:20091
E2E:19948 Classify:13309 Shuffle:47 Extract:315 Split:2278 E2E:19948
E2E:22023 Classify:13399 Shuffle:70 Extract:534 Split:2413 E2E:22023
E2E:21592 Classify:13402 Shuffle:55 Extract:596 Split:2369 E2E:21592
E2E:22558 Classify:14246 Shuffle:44 Extract:278 Split:2477 E2E:22558
E2E:21345 Classify:13520 Shuffle:42 Extract:310 Split:2490 E2E:21345
E2E:21693 Classify:13353 Shuffle:46 Extract:355 Split:2568 E2E:21693
E2E:20098 Classify:13035 Shuffle:46 Extract:430 Split:2271 E2E:20098
E2E:22055 Classify:13756 Shuffle:44 Extract:419 Split:2933 E2E:22055
E2E:21321 Classify:13286 Shuffle:59 Extract:328 Split:2274 E2E:21321
E2E:21521 Classify:13322 Shuffle:43 Extract:384 Split:2443 E2E:21521
E2E:21606 Classify:14355 Shuffle:55 Extract:339 Split:2378 E2E:21606
E2E:19729 Classify:12495 Shuffle:48 Extract:476 Split:2449 E2E:19729
E2E:21405 Classify:13363 Shuffle:54 Extract:324 Split:2232 E2E:21405
E2E:21626 Classify:13856 Shuffle:50 Extract:332 Split:2461 E2E:21626
E2E:21480 Classify:13276 Shuffle:47 Extract:361 Split:2336 E2E:21480
E2E:12211 Classify:5768 Shuffle:55 Extract:373 Split:1418 E2E:12211
E2E:11823 Classify:6562 Shuffle:50 Extract:314 Split:1227 E2E:11823
E2E:11538 Classify:6061 Shuffle:44 Extract:227 Split:1133 E2E:11538
E2E:30438 Classify:20243 Shuffle:273 Extract:1959 Split:4296 E2E:30438
E2E:22372 Classify:13995 Shuffle:50 Extract:417 Split:2564 E2E:22372
E2E:22340 Classify:14139 Shuffle:51 Extract:321 Split:2413 E2E:22340
E2E:22247 Classify:14127 Shuffle:48 Extract:315 Split:2325 E2E:22247
E2E:22308 Classify:14016 Shuffle:53 Extract:307 Split:2518 E2E:22308
E2E:22202 Classify:14205 Shuffle:43 Extract:258 Split:2409 E2E:22202
E2E:22127 Classify:14107 Shuffle:49 Extract:344 Split:2206 E2E:22127
E2E:24944 Classify:16977 Shuffle:59 Extract:314 Split:2297 E2E:24944
E2E:22026 Classify:13954 Shuffle:45 Extract:312 Split:2262 E2E:22026
E2E:22243 Classify:13914 Shuffle:48 Extract:342 Split:2533 E2E:22243
E2E:22237 Classify:13848 Shuffle:48 Extract:293 Split:2617 E2E:22237
E2E:22402 Classify:14109 Shuffle:51 Extract:363 Split:2447 E2E:22402
E2E:22091 Classify:13942 Shuffle:54 Extract:360 Split:2363 E2E:22091
E2E:22717 Classify:14317 Shuffle:51 Extract:353 Split:2628 E2E:22717
E2E:23986 Classify:16053 Shuffle:54 Extract:779 Split:2479 E2E:23986
E2E:22496 Classify:14233 Shuffle:43 Extract:280 Split:2508 E2E:22496
E2E:22780 Classify:14387 Shuffle:45 Extract:334 Split:2479 E2E:22780
E2E:22603 Classify:14450 Shuffle:46 Extract:447 Split:2333 E2E:22603
E2E:22128 Classify:14114 Shuffle:55 Extract:383 Split:2185 E2E:22128
E2E:22535 Classify:14480 Shuffle:65 Extract:1012 Split:2278 E2E:22535
E2E:22360 Classify:14298 Shuffle:49 Extract:640 Split:2267 E2E:22360
E2E:22437 Classify:14236 Shuffle:49 Extract:522 Split:2390 E2E:22437
E2E:22701 Classify:14325 Shuffle:43 Extract:293 Split:2561 E2E:22701
E2E:22662 Classify:14450 Shuffle:51 Extract:330 Split:2343 E2E:22662
E2E:22537 Classify:14639 Shuffle:108 Extract:315 Split:2479 E2E:22537
E2E:22601 Classify:14454 Shuffle:50 Extract:295 Split:2323 E2E:22601
E2E:23500 Classify:15372 Shuffle:46 Extract:321 Split:2365 E2E:23500
E2E:22556 Classify:14245 Shuffle:64 Extract:295 Split:2440 E2E:22556
E2E:22492 Classify:14377 Shuffle:46 Extract:277 Split:2371 E2E:22492
E2E:22206 Classify:14201 Shuffle:111 Extract:308 Split:2211 E2E:22206
E2E:22374 Classify:14278 Shuffle:42 Extract:322 Split:2286 E2E:22374
E2E:22376 Classify:14157 Shuffle:43 Extract:296 Split:2409 E2E:22376
E2E:22347 Classify:14319 Shuffle:47 Extract:341 Split:2402 E2E:22347
E2E:22708 Classify:14414 Shuffle:53 Extract:286 Split:2394 E2E:22708
E2E:22361 Classify:14197 Shuffle:48 Extract:367 Split:2375 E2E:22361
E2E:22043 Classify:13973 Shuffle:49 Extract:292 Split:2381 E2E:22043
E2E:22509 Classify:14375 Shuffle:43 Extract:350 Split:2405 E2E:22509
E2E:22244 Classify:14009 Shuffle:43 Extract:248 Split:2487 E2E:22244
E2E:22783 Classify:14498 Shuffle:57 Extract:294 Split:2485 E2E:22783
E2E:22898 Classify:14852 Shuffle:69 Extract:390 Split:2237 E2E:22898
E2E:22486 Classify:14406 Shuffle:47 Extract:292 Split:2271 E2E:22486
E2E:22200 Classify:14000 Shuffle:48 Extract:452 Split:2372 E2E:22200
E2E:22570 Classify:14397 Shuffle:48 Extract:307 Split:2407 E2E:22570
E2E:22007 Classify:14030 Shuffle:54 Extract:297 Split:2253 E2E:22007
E2E:22350 Classify:14272 Shuffle:43 Extract:318 Split:2258 E2E:22350
E2E:22194 Classify:13993 Shuffle:67 Extract:353 Split:2382 E2E:22194
E2E:22646 Classify:14316 Shuffle:48 Extract:284 Split:2520 E2E:22646
E2E:22138 Classify:13990 Shuffle:45 Extract:343 Split:2349 E2E:22138
E2E:22529 Classify:14313 Shuffle:50 Extract:279 Split:2426 E2E:22529
E2E:22241 Classify:14212 Shuffle:50 Extract:284 Split:2480 E2E:22241
E2E:22179 Classify:14138 Shuffle:40 Extract:315 Split:2203 E2E:22179
E2E:22527 Classify:14263 Shuffle:48 Extract:353 Split:2515 E2E:22527
E2E:23124 Classify:14497 Shuffle:54 Extract:721 Split:2851 E2E:23124
E2E:22474 Classify:14531 Shuffle:44 Extract:416 Split:2240 E2E:22474
E2E:22592 Classify:14414 Shuffle:100 Extract:374 Split:2392 E2E:22592
E2E:22964 Classify:14487 Shuffle:57 Extract:425 Split:2679 E2E:22964
E2E:22190 Classify:14173 Shuffle:55 Extract:346 Split:2185 E2E:22190
E2E:22348 Classify:14592 Shuffle:48 Extract:301 Split:2400 E2E:22348
E2E:22421 Classify:14260 Shuffle:50 Extract:446 Split:2357 E2E:22421
E2E:22447 Classify:14064 Shuffle:76 Extract:285 Split:2554 E2E:22447
E2E:22680 Classify:14145 Shuffle:83 Extract:373 Split:2480 E2E:22680
E2E:22604 Classify:14296 Shuffle:46 Extract:329 Split:2439 E2E:22604
E2E:22857 Classify:14555 Shuffle:47 Extract:421 Split:2486 E2E:22857
E2E:22783 Classify:14073 Shuffle:254 Extract:544 Split:2395 E2E:22783
E2E:22635 Classify:14282 Shuffle:54 Extract:303 Split:2560 E2E:22635
E2E:22550 Classify:14308 Shuffle:90 Extract:457 Split:2424 E2E:22550
E2E:22849 Classify:14720 Shuffle:44 Extract:645 Split:2400 E2E:22849
E2E:22627 Classify:14481 Shuffle:46 Extract:311 Split:2347 E2E:22627
E2E:22698 Classify:14157 Shuffle:47 Extract:362 Split:2573 E2E:22698
E2E:22501 Classify:14293 Shuffle:49 Extract:334 Split:2412 E2E:22501
E2E:22310 Classify:14123 Shuffle:186 Extract:317 Split:2372 E2E:22310
E2E:22439 Classify:14135 Shuffle:41 Extract:329 Split:2548 E2E:22439
E2E:23286 Classify:15206 Shuffle:45 Extract:297 Split:2294 E2E:23286
E2E:22662 Classify:14387 Shuffle:45 Extract:592 Split:2531 E2E:22662
E2E:23206 Classify:15725 Shuffle:41 Extract:310 Split:2648 E2E:23206
E2E:22554 Classify:14341 Shuffle:53 Extract:310 Split:2411 E2E:22554
E2E:22378 Classify:14278 Shuffle:56 Extract:279 Split:2317 E2E:22378
E2E:22698 Classify:14689 Shuffle:63 Extract:299 Split:2426 E2E:22698
E2E:22824 Classify:14546 Shuffle:47 Extract:297 Split:2499 E2E:22824
E2E:23720 Classify:15486 Shuffle:43 Extract:288 Split:2471 E2E:23720
E2E:22475 Classify:14251 Shuffle:117 Extract:337 Split:2391 E2E:22475
E2E:22698 Classify:14472 Shuffle:42 Extract:255 Split:2442 E2E:22698
E2E:22292 Classify:14212 Shuffle:40 Extract:423 Split:2335 E2E:22292
E2E:22287 Classify:14178 Shuffle:49 Extract:297 Split:2311 E2E:22287
E2E:22468 Classify:14171 Shuffle:63 Extract:294 Split:2421 E2E:22468
E2E:22840 Classify:14481 Shuffle:68 Extract:297 Split:2505 E2E:22840
E2E:23053 Classify:14769 Shuffle:51 Extract:552 Split:2476 E2E:23053
E2E:22656 Classify:14390 Shuffle:51 Extract:297 Split:2424 E2E:22656
E2E:22669 Classify:14364 Shuffle:49 Extract:298 Split:2530 E2E:22669
E2E:22502 Classify:14373 Shuffle:48 Extract:308 Split:2355 E2E:22502
E2E:22561 Classify:14219 Shuffle:46 Extract:325 Split:2569 E2E:22561
E2E:22301 Classify:14062 Shuffle:48 Extract:324 Split:2462 E2E:22301
E2E:22922 Classify:14648 Shuffle:68 Extract:517 Split:2727 E2E:22922
E2E:22459 Classify:14232 Shuffle:43 Extract:305 Split:2427 E2E:22459
E2E:22668 Classify:14551 Shuffle:46 Extract:309 Split:2238 E2E:22668
E2E:22788 Classify:14362 Shuffle:43 Extract:338 Split:2555 E2E:22788
E2E:22438 Classify:14388 Shuffle:44 Extract:344 Split:2278 E2E:22438
E2E:22922 Classify:14728 Shuffle:46 Extract:298 Split:2427 E2E:22922
E2E:21580 Classify:13908 Shuffle:64 Extract:330 Split:2454 E2E:21580
E2E:22258 Classify:14054 Shuffle:51 Extract:413 Split:2458 E2E:22258
E2E:21571 Classify:14116 Shuffle:106 Extract:436 Split:2470 E2E:21571
E2E:22248 Classify:14201 Shuffle:48 Extract:408 Split:2223 E2E:22248
E2E:21409 Classify:13751 Shuffle:121 Extract:331 Split:2325 E2E:21409
E2E:22595 Classify:14176 Shuffle:57 Extract:451 Split:2571 E2E:22595
E2E:21592 Classify:13691 Shuffle:50 Extract:324 Split:2474 E2E:21592
E2E:21074 Classify:13729 Shuffle:53 Extract:312 Split:2816 E2E:21074
E2E:22498 Classify:14266 Shuffle:49 Extract:291 Split:2396 E2E:22498
E2E:20572 Classify:13623 Shuffle:52 Extract:284 Split:2435 E2E:20572
E2E:20878 Classify:13316 Shuffle:50 Extract:365 Split:2570 E2E:20878
E2E:22355 Classify:14119 Shuffle:44 Extract:326 Split:2428 E2E:22355
E2E:20153 Classify:12903 Shuffle:45 Extract:820 Split:2401 E2E:20153
E2E:22207 Classify:15347 Shuffle:44 Extract:325 Split:2217 E2E:22207
E2E:21754 Classify:13874 Shuffle:49 Extract:452 Split:2481 E2E:21754
E2E:20689 Classify:13126 Shuffle:45 Extract:284 Split:2368 E2E:20689
E2E:22293 Classify:14093 Shuffle:65 Extract:324 Split:2427 E2E:22293
E2E:21285 Classify:13654 Shuffle:42 Extract:318 Split:2091 E2E:21285
E2E:22253 Classify:14141 Shuffle:52 Extract:383 Split:2355 E2E:22253
E2E:22680 Classify:14392 Shuffle:45 Extract:303 Split:2422 E2E:22680
E2E:20012 Classify:12898 Shuffle:46 Extract:814 Split:2403 E2E:20012
E2E:20415 Classify:12929 Shuffle:48 Extract:301 Split:2372 E2E:20415
E2E:21597 Classify:13350 Shuffle:54 Extract:313 Split:2467 E2E:21597
E2E:22993 Classify:13606 Shuffle:48 Extract:291 Split:4867 E2E:22993
E2E:21417 Classify:14462 Shuffle:68 Extract:288 Split:2365 E2E:21417
E2E:20375 Classify:12823 Shuffle:41 Extract:502 Split:2539 E2E:20375
E2E:21607 Classify:13486 Shuffle:49 Extract:322 Split:2289 E2E:21607
E2E:21558 Classify:13354 Shuffle:47 Extract:339 Split:2360 E2E:21558
E2E:21371 Classify:13323 Shuffle:57 Extract:319 Split:2383 E2E:21371
E2E:21604 Classify:13946 Shuffle:50 Extract:336 Split:2247 E2E:21604
E2E:21412 Classify:13158 Shuffle:59 Extract:354 Split:2491 E2E:21412
E2E:21487 Classify:13438 Shuffle:52 Extract:313 Split:2282 E2E:21487
E2E:21260 Classify:13854 Shuffle:43 Extract:333 Split:2466 E2E:21260
E2E:21649 Classify:13270 Shuffle:47 Extract:327 Split:2480 E2E:21649
E2E:21027 Classify:13710 Shuffle:44 Extract:260 Split:2183 E2E:21027
E2E:20025 Classify:12883 Shuffle:45 Extract:329 Split:2304 E2E:20025
E2E:21426 Classify:13258 Shuffle:50 Extract:543 Split:2337 E2E:21426
E2E:21443 Classify:13057 Shuffle:43 Extract:394 Split:2513 E2E:21443
E2E:20617 Classify:14056 Shuffle:45 Extract:301 Split:2447 E2E:20617
E2E:19657 Classify:12976 Shuffle:47 Extract:353 Split:2458 E2E:19657
E2E:21705 Classify:13644 Shuffle:45 Extract:417 Split:2643 E2E:21705
E2E:21995 Classify:13417 Shuffle:61 Extract:307 Split:2748 E2E:21995
E2E:23412 Classify:14953 Shuffle:53 Extract:338 Split:2650 E2E:23412
E2E:21526 Classify:13333 Shuffle:49 Extract:301 Split:2372 E2E:21526
E2E:20317 Classify:12731 Shuffle:52 Extract:291 Split:2513 E2E:20317
E2E:22241 Classify:14352 Shuffle:44 Extract:285 Split:2344 E2E:22241
E2E:20037 Classify:13827 Shuffle:51 Extract:594 Split:2377 E2E:20037
E2E:21937 Classify:13599 Shuffle:76 Extract:280 Split:2482 E2E:21937
E2E:12037 Classify:5592 Shuffle:137 Extract:343 Split:1415 E2E:12037
E2E:12236 Classify:6383 Shuffle:66 Extract:279 Split:1169 E2E:12236
E2E:29801 Classify:20013 Shuffle:284 Extract:1642 Split:3763 E2E:29801
